Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1781255430,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1781255431,50,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1781255432,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1781255433,150,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1781255434,200,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1781255435,250,,Aggregated,0.000000,0.000000,4500,4500,4900,4900,5100,5100,5100,5100,5100,5100,5100,7,0,4500.0,4597.658445857503,4254.389835001348,5107.356866999908,206.0
1781255436,300,,Aggregated,0.000000,0.000000,4500,4900,5100,5200,5500,5500,5500,5500,5500,5500,5500,9,0,4500.0,4767.692080889699,4254.389835001348,5499.025429002359,206.0
1781255437,350,,Aggregated,0.000000,0.000000,5100,5200,6500,6500,6600,6600,6600,6600,6600,6600,6600,12,0,4900.0,5214.248502084047,4254.389835001348,6559.700108999095,206.0
1781255438,400,,Aggregated,1.166667,0.000000,6600,7700,7700,7800,7900,8100,8100,8100,8100,8100,8100,20,0,6500.0,6239.53022385067,4254.389835001348,8056.235388001369,206.0
1781255440,450,,Aggregated,1.500000,0.000000,6600,7700,7900,7900,9000,9200,9300,9300,9300,9300,9300,27,0,6600.0,6475.033084481833,4254.389835001348,9259.099716997298,284.55555555555554
