Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1781255202,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1781255203,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1781255204,60,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1781255205,90,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1781255206,120,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1781255207,150,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1781255208,180,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1781255209,210,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1781255211,240,,Aggregated,0.000000,0.000000,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,1,0,8085.263607001252,8085.263607001252,8085.263607001252,8085.263607001252,206.0
1781255212,270,,Aggregated,0.000000,0.000000,9100,9100,9100,9100,9100,9100,9100,9100,9100,9100,9100,2,0,8100.0,8604.18036900046,8085.263607001252,9123.097130999668,206.0
1781255213,300,,Aggregated,0.000000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,5,0,10000.0,9446.574008000607,8085.263607001252,10075.962550999975,206.0
1781255214,300,,Aggregated,0.000000,0.000000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,5,0,10000.0,9446.574008000607,8085.263607001252,10075.962550999975,206.0
1781255215,300,,Aggregated,0.200000,0.000000,10000,10000,13000,13000,13000,13000,13000,13000,13000,13000,13000,7,0,10000.0,10344.313424143495,8085.263607001252,12592.437957002403,206.0
1781255216,300,,Aggregated,0.500000,0.000000,13000,13000,13000,13000,13000,14000,14000,14000,14000,14000,14000,14,0,13000.0,11600.920337785543,8085.263607001252,13542.024125999887,206.0
1781255217,300,,Aggregated,0.500000,0.000000,13000,13000,13000,13000,14000,14000,14000,14000,14000,14000,14000,17,0,13000.0,11961.296974117431,8085.263607001252,13929.005150999728,206.0
1781255218,300,,Aggregated,1.200000,0.000000,14000,14000,15000,15000,16000,16000,16000,16000,16000,16000,16000,28,0,13000.0,13150.416008999859,8085.263607001252,15771.493993001059,206.0
1781255219,300,,Aggregated,1.500000,0.000000,14000,14000,15000,16000,16000,16000,16000,16000,16000,16000,16000,34,0,14000.0,13116.718354470484,6799.672706001729,16126.82591200064,247.58823529411765
1781255221,300,,Aggregated,2.000000,0.000000,14000,15000,16000,16000,16000,17000,17000,17000,17000,17000,17000,38,0,14000.0,13286.045193500047,6799.672706001729,17403.95210800125,261.8157894736842
1781255222,300,,Aggregated,2.800000,0.000000,14000,15000,16000,16000,18000,19000,19000,19000,19000,19000,19000,48,0,14000.0,13022.087205666592,5369.216361999861,18791.925049001293,323.8333333333333
1781255223,300,,Aggregated,3.400000,0.000000,14000,16000,17000,18000,19000,19000,19000,19000,19000,19000,19000,68,0,14000.0,12627.066100764643,3774.1699279977183,19461.99810699909,393.1470588235294
1781255224,300,,Aggregated,3.800000,0.000000,14000,16000,19000,19000,19000,20000,20000,20000,20000,20000,20000,80,0,14000.0,12987.66877405001,3336.6608770011226,20196.916509001312,400.425
1781255225,300,,Aggregated,6.600000,0.000000,14000,16000,19000,19000,19000,20000,20000,20000,20000,20000,20000,92,0,14000.0,12420.018543065258,2792.5085930000932,20411.82805900098,444.2282608695652
1781255226,300,,Aggregated,7.500000,0.000000,13000,16000,18000,19000,19000,20000,21000,21000,22000,22000,22000,108,0,13000.0,11750.885480009385,2792.5085930000932,21592.18401399994,494.037037037037
1781255227,300,,Aggregated,7.500000,0.000000,13000,16000,18000,19000,19000,20000,21000,21000,22000,22000,22000,109,0,13000.0,11677.774706101054,2792.5085930000932,21592.18401399994,497.8807339449541
1781255228,300,,Aggregated,8.800000,0.000000,13000,16000,18000,19000,19000,20000,21000,22000,24000,24000,24000,115,0,13000.0,11486.220187374007,2792.5085930000932,23576.027539002098,513.3913043478261
1781255229,300,,Aggregated,9.400000,0.000000,13000,16000,19000,19000,20000,21000,24000,24000,25000,25000,25000,123,0,13000.0,11871.871730910692,2792.5085930000932,24769.88353699926,516.390243902439
1781255230,300,,Aggregated,8.900000,0.000000,13000,16000,19000,19000,21000,25000,26000,26000,27000,27000,27000,136,0,13000.0,12352.657956522226,2792.5085930000932,26785.689480002475,516.8088235294117
1781255231,300,,Aggregated,9.000000,0.000000,13000,16000,19000,19000,21000,25000,26000,27000,27000,27000,27000,143,0,13000.0,12345.028651524615,2792.5085930000932,26785.689480002475,520.3216783216783
1781255233,300,,Aggregated,9.200000,0.000000,13000,16000,19000,19000,22000,26000,27000,27000,28000,28000,28000,151,0,13000.0,12310.124251629228,2792.5085930000932,27582.784411999455,514.7350993377484
